,Date,Total Traffic Volume,Base Interest Rate,Exchange Rate,Gross Domestic Product (GDP),Economic Growth Rate (Real GDP Growth Rate),Export price,Export growth rate,Import price,Import growth rate,Nationwide Consumer Price Index,Regular Unleaded Gasoline,Diesel Fuel for Automobiles,number of car ownership
2205,2017-01-16,7434265,1.25,1148.932258,433086,3.1,40266123.01,10.99108911,37646651.58,20.1768696,97.8903871,1509.85,1302.12,22214755
2206,2017-01-17,7463547,1.25,1147.919355,433086,3.1,40346486.47,11.28295766,37601048.74,20.31994944,97.87603226,1510.29,1302.39,22199174
2207,2017-01-18,7539352,1.25,1146.906452,433086,3.1,40441489.22,11.58335791,37553960.32,20.44729303,97.86167742,1511.05,1303.38,22183593
2208,2017-01-19,7702053,1.25,1145.893548,433086,3.1,40536491.98,11.88375816,37506871.89,20.57463661,97.84732258,1511.69,1303.96,22168012
2209,2017-01-20,6964838,1.25,1144.880645,433086,3.1,40631494.73,12.18415842,37459783.47,20.7019802,97.83296774,1512.3,1304.57,22152431
2210,2017-01-21,6850693,1.25,1143.867742,433086,3.1,40726497.49,12.48455867,37412695.04,20.82932378,97.8186129,1512.71,1304.91,22136850
2211,2017-01-22,5335388,1.25,1142.854839,433086,3.1,40821500.24,12.78495892,37365606.61,20.95666737,97.80425806,1513.06,1305.33,22121269
2212,2017-01-23,7412625,1.25,1141.841935,433086,3.1,40916503,13.08535917,37318518.19,21.08401095,97.78990323,1513.41,1305.47,22105688
2213,2017-01-24,7622268,1.25,1140.829032,433086,3.1,41011505.75,13.38575943,37271429.76,21.21135454,97.77554839,1513.65,1305.52,22090108
2214,2017-01-25,7900990,1.25,1139.816129,433086,3.1,41106508.51,13.68615968,37224341.34,21.33869813,97.76119355,1514.03,1306.04,22074527
2215,2017-01-26,8283770,1.25,1138.803226,433086,3.1,41201511.27,13.98655993,37177252.91,21.46604171,97.74683871,1514.43,1306.38,22058946
2216,2017-01-27,7035686,1.25,1137.790323,433086,3.1,41296514.02,14.28696019,37130164.49,21.5933853,97.73248387,1514.77,1306.65,22043365
2217,2017-01-28,9553081,1.25,1136.777419,433086,3.1,41391516.78,14.58736044,37083076.06,21.72072888,97.71812903,1515.4,1307.01,22027784
2218,2017-01-29,7055901,1.25,1135.764516,433086,3.1,41486519.53,14.88776069,37035987.64,21.84807247,97.70377419,1515.85,1307.38,22012203
2219,2017-01-30,5922280,1.25,1134.751613,433086,3.1,41581522.29,15.18816094,36988899.21,21.97541605,97.68941935,1516.05,1307.45,21996622
2220,2017-01-31,5735708,1.25,1133.73871,433086,3.1,41676525.04,15.4885612,36941810.79,22.10275964,97.67506452,1516.15,1307.57,21981041
2221,2017-02-01,6992336,1.25,1132.725806,433086,3.1,41771527.8,15.78896145,36894722.36,22.23010322,97.66070968,1516.26,1307.61,21965460
2222,2017-02-02,7128470,1.25,1131.712903,433086,3.1,41866530.55,16.0893617,36847633.94,22.35744681,97.64635484,1516.5,1307.99,21949879
2223,2017-02-03,7809271,1.25,1130.7,433086,3.1,41961533.31,16.38976195,36800545.51,22.48479039,97.632,1516.7,1308.18,21934299
2224,2017-02-04,7359324,1.25,1130.260714,433086,3.1,42056536.06,16.69016221,36753457.09,22.61213398,97.62960714,1516.87,1308.23,21936438
2225,2017-02-05,5571681,1.25,1129.821429,433086,3.1,42151538.82,16.99056246,36706368.66,22.73947756,97.62721429,1516.95,1308.28,21938578
2226,2017-02-06,7328862,1.25,1129.382143,433086,3.1,42246541.57,17.29096271,36659280.23,22.86682115,97.62482143,1516.99,1308.09,21940718
2227,2017-02-07,7319298,1.25,1128.942857,433086,3.1,42341544.33,17.59136297,36612191.81,22.99416474,97.62242857,1516.99,1307.98,21942858
2228,2017-02-08,7359170,1.25,1128.503571,433086,3.1,42436547.09,17.89176322,36565103.38,23.12150832,97.62003571,1517.18,1308.39,21944997
2229,2017-02-09,7362728,1.25,1128.064286,433086,3.1,42531549.84,18.19216347,36518014.96,23.24885191,97.61764286,1517.29,1308.36,21947137
2230,2017-02-10,7794264,1.25,1127.625,433086,3.1,42626552.6,18.49256372,36470926.53,23.37619549,97.61525,1517.31,1308.42,21949277
2231,2017-02-11,7531581,1.25,1127.185714,433086,3.1,42721555.35,18.79296398,36423838.11,23.50353908,97.61285714,1517.2,1308.22,21951417
2232,2017-02-12,6438838,1.25,1126.746429,433086,3.1,42816558.11,19.09336423,36376749.68,23.63088266,97.61046429,1517.09,1308.21,21953557
2233,2017-02-13,7466769,1.25,1126.307143,433086,3.1,42911560.86,19.39376448,36329661.26,23.75822625,97.60807143,1517.05,1307.9,21955696
2234,2017-02-14,7506620,1.25,1125.867857,433086,3.1,43006563.62,19.69416474,36282572.83,23.88556983,97.60567857,1517.01,1307.75,21957836
2235,2017-02-15,7576483,1.25,1125.428571,433086,3.1,43101566.37,19.99456499,36235484.41,24.01291342,97.60328571,1517.02,1308.03,21959976
2236,2017-02-16,7641908,1.25,1124.989286,433086,3.1,43223012.41,20.12671161,36269099.21,24.13716031,97.60089286,1516.94,1307.85,21962116
2237,2017-02-17,8243278,1.25,1124.55,433086,3.1,43401662.27,19.89488098,36477296.5,24.25470824,97.5985,1516.79,1307.68,21964256
2238,2017-02-18,8094260,1.25,1124.110714,433086,3.1,43580312.12,19.66305035,36685493.79,24.37225616,97.59610714,1516.79,1307.67,21966395
2239,2017-02-19,6746422,1.25,1123.671429,433086,3.1,43758961.98,19.43121972,36893691.09,24.48980409,97.59371429,1516.69,1307.58,21968535
2240,2017-02-20,7578835,1.25,1123.232143,433086,3.1,43937611.84,19.19938909,37101888.38,24.60735201,97.59132143,1516.55,1307.24,21970675
2241,2017-02-21,7678523,1.25,1122.792857,433086,3.1,44116261.7,18.96755846,37310085.67,24.72489994,97.58892857,1516.55,1307.06,21972815
2242,2017-02-22,7126460,1.25,1122.353571,433086,3.1,44294911.56,18.73572783,37518282.97,24.84244786,97.58653571,1516.55,1307.26,21974954
2243,2017-02-23,7686429,1.25,1121.914286,433086,3.1,44473561.42,18.5038972,37726480.26,24.95999579,97.58414286,1516.54,1307.23,21977094
2244,2017-02-24,8463170,1.25,1121.475,433086,3.1,44652211.28,18.27206657,37934677.55,25.07754371,97.58175,1516.4,1306.97,21979234
2245,2017-02-25,8486478,1.25,1121.035714,433086,3.1,44830861.14,18.04023594,38142874.85,25.19509164,97.57935714,1516.29,1306.83,21981374
2246,2017-02-26,7358778,1.25,1120.596429,433086,3.1,45009511,17.80840531,38351072.14,25.31263956,97.57696429,1516.11,1306.76,21983514
2247,2017-02-27,8064314,1.25,1120.157143,433086,3.1,45188160.85,17.57657468,38559269.43,25.43018749,97.57457143,1515.75,1306.11,21985653
2248,2017-02-28,6923278,1.25,1119.717857,433086,3.1,45366810.71,17.34474405,38767466.73,25.54773541,97.57217857,1515.59,1305.81,21987793
2249,2017-03-01,7270868,1.25,1119.278571,433086,3.1,45545460.57,17.11291342,38975664.02,25.66528334,97.56978571,1515.58,1306.08,21989933
2250,2017-03-02,7373195,1.25,1118.839286,433086,3.1,45724110.43,16.88108279,39183861.31,25.78283126,97.56739286,1515.39,1305.87,21992073
2251,2017-03-03,8079079,1.25,1118.4,433086,3.1,45902760.29,16.64925216,39392058.6,25.90037919,97.565,1515.14,1305.45,21994213
2252,2017-03-04,7914686,1.25,1119.029032,433086,3.1,46081410.15,16.41742153,39600255.9,26.01792711,97.56103226,1514.91,1305.23,21996396
2253,2017-03-05,6676026,1.25,1119.658065,433086,3.1,46260060.01,16.1855909,39808453.19,26.13547504,97.55706452,1514.75,1305.22,21998579
2254,2017-03-06,7539702,1.25,1120.287097,433086,3.1,46438709.87,15.95376027,40016650.48,26.25302296,97.55309677,1514.44,1304.67,22000762
2255,2017-03-07,7428513,1.25,1120.916129,433086,3.1,46617359.73,15.72192964,40224847.78,26.37057089,97.54912903,1514.28,1304.39,22002945
2256,2017-03-08,7452300,1.25,1121.545161,433086,3.1,46796009.58,15.49009901,40433045.07,26.48811881,97.54516129,1514.09,1304.55,22005129
2257,2017-03-09,7559955,1.25,1122.174194,433086,3.1,46974659.44,15.25826838,40641242.36,26.60566674,97.54119355,1513.59,1304.04,22007312
2258,2017-03-10,8186434,1.25,1122.803226,433086,3.1,47153309.3,15.02643775,40849439.66,26.72321466,97.53722581,1513.2,1303.59,22009495
2259,2017-03-11,8294077,1.25,1123.432258,433086,3.1,47331959.16,14.79460712,41057636.95,26.84076259,97.53325806,1512.76,1303.21,22011678
2260,2017-03-12,7071148,1.25,1124.06129,433086,3.1,47510609.02,14.56277649,41265834.24,26.95831051,97.52929032,1512.17,1302.8,22013862
2261,2017-03-13,7704992,1.25,1124.690323,433086,3.1,47689258.88,14.33094586,41474031.53,27.07585844,97.52532258,1511.66,1302.11,22016045
2262,2017-03-14,7696415,1.25,1125.319355,433086,3.1,47867908.74,14.09911523,41682228.83,27.19340636,97.52135484,1511.54,1301.83,22018228
2263,2017-03-15,7672267,1.25,1125.948387,433086,3.1,48046558.6,13.8672846,41890426.12,27.31095429,97.5173871,1511.22,1301.76,22020411
2264,2017-03-16,7759607,1.25,1126.577419,433086,3.1,48225208.46,13.63545397,42098623.41,27.42850221,97.51341935,1510.48,1301.02,22022594
2265,2017-03-17,8454039,1.25,1127.206452,433086,3.1,48403858.31,13.40362334,42306820.71,27.54605014,97.50945161,1509.7,1300.28,22024778
2266,2017-03-18,8564807,1.25,1127.835484,433086,3.1,48582508.17,13.17179271,42515018,27.66359806,97.50548387,1508.75,1299.25,22026961
2267,2017-03-19,7323798,1.25,1128.464516,433086,3.1,48687555.71,13.34118391,42475352.37,27.4633242,97.50151613,1507.81,1298.26,22029144
2268,2017-03-20,7773338,1.25,1129.093548,433086,3.1,48759585.39,13.69056246,42324495.91,27.12047609,97.49754839,1506.89,1297.22,22031327
2269,2017-03-21,7634460,1.25,1129.722581,433086,3.1,48831615.07,14.03994102,42173639.44,26.77762798,97.49358065,1506.49,1296.7,22033511
2270,2017-03-22,7702311,1.25,1130.351613,433086,3.1,48903644.75,14.38931957,42022782.97,26.43477986,97.4896129,1505.73,1296.27,22035694
2271,2017-03-23,7795865,1.25,1130.980645,433086,3.1,48975674.43,14.73869813,41871926.5,26.09193175,97.48564516,1504.17,1294.74,22037877
2272,2017-03-24,8519296,1.25,1131.609677,433086,3.1,49047704.11,15.08807668,41721070.03,25.74908363,97.48167742,1502.85,1293.51,22040060
2273,2017-03-25,8290406,1.25,1132.23871,433086,3.1,49119733.79,15.43745523,41570213.56,25.40623552,97.47770968,1501.53,1292.12,22042243
2274,2017-03-26,7150273,1.25,1132.867742,433086,3.1,49191763.46,15.78683379,41419357.1,25.0633874,97.47374194,1500.27,1290.88,22044427
2275,2017-03-27,7690289,1.25,1133.496774,433086,3.1,49263793.14,16.13621234,41268500.63,24.72053929,97.46977419,1499.1,1289.62,22046610
2276,2017-03-28,7748475,1.25,1134.125806,433086,3.1,49335822.82,16.4855909,41117644.16,24.37769117,97.46580645,1498.66,1289,22048793
2277,2017-03-29,7678595,1.25,1134.754839,433086,3.1,49407852.5,16.83496945,40966787.69,24.03484306,97.46183871,1497.82,1288.47,22050976
2278,2017-03-30,7877805,1.25,1135.383871,433086,3.1,49479882.18,17.18434801,40815931.22,23.69199494,97.45787097,1496.23,1286.82,22053160
2279,2017-03-31,4411572,1.25,1136.012903,433086,3.1,49551911.86,17.53372656,40665074.75,23.34914683,97.45390323,1494.77,1285.39,22055343
2280,2017-04-01,8432783,1.25,1136.641935,433086,3.1,49623941.54,17.88310512,40514218.29,23.00629871,97.44993548,1493.63,1284.19,22057526
2281,2017-04-02,7768245,1.25,1137.270968,433086,3.1,49695971.22,18.23248367,40363361.82,22.6634506,97.44596774,1492.8,1283.4,22059709
2282,2017-04-03,7940586,1.25,1137.9,454227,2.8,49768000.89,18.58186223,40212505.35,22.32060249,97.442,1490.96,1281.44,22061893
2283,2017-04-04,8007338,1.25,1137.286667,454227,2.8,49840030.57,18.93124078,40061648.88,21.97775437,97.44546667,1490.48,1280.79,22063793
2284,2017-04-05,7627505,1.25,1136.673333,454227,2.8,49912060.25,19.28061934,39910792.41,21.63490626,97.44893333,1489.82,1280.48,22065694
2285,2017-04-06,7536914,1.25,1136.06,454227,2.8,49984089.93,19.62999789,39759935.94,21.29205814,97.4524,1488.87,1279.35,22067595
2286,2017-04-07,8731655,1.25,1135.446667,454227,2.8,50056119.61,19.97937645,39609079.48,20.94921003,97.45586667,1488.06,1278.42,22069496
2287,2017-04-08,9211145,1.25,1134.833333,454227,2.8,50128149.29,20.328755,39458223.01,20.60636191,97.45933333,1487.51,1277.8,22071397
2288,2017-04-09,7894481,1.25,1134.22,454227,2.8,50200178.97,20.67813356,39307366.54,20.2635138,97.4628,1486.94,1277.33,22073298
2289,2017-04-10,8073716,1.25,1133.606667,454227,2.8,50272208.65,21.02751211,39156510.07,19.92066568,97.46626667,1486.51,1276.71,22075199
2290,2017-04-11,7799412,1.25,1132.993333,454227,2.8,50344238.32,21.37689067,39005653.6,19.57781757,97.46973333,1486.39,1276.41,22077100
2291,2017-04-12,7985145,1.25,1132.38,454227,2.8,50416268,21.72626922,38854797.13,19.23496945,97.4732,1486.3,1276.64,22079001
2292,2017-04-13,8061976,1.25,1131.766667,454227,2.8,50488297.68,22.07564778,38703940.67,18.89212134,97.47666667,1486.64,1276.81,22080902
2293,2017-04-14,8577129,1.25,1131.153333,454227,2.8,50560327.36,22.42502633,38553084.2,18.54927323,97.48013333,1486.7,1276.95,22082803
2294,2017-04-15,8834636,1.25,1130.54,454227,2.8,50632357.04,22.77440489,38402227.73,18.20642511,97.4836,1486.69,1276.91,22084704
2295,2017-04-16,7769705,1.25,1129.926667,454227,2.8,50704386.72,23.12378344,38251371.26,17.863577,97.48706667,1486.73,1276.95,22086605
2296,2017-04-17,7491938,1.25,1129.313333,454227,2.8,50776416.4,23.473162,38100514.79,17.52072888,97.49053333,1486.78,1276.9,22088506
2297,2017-04-18,7854188,1.25,1128.7,454227,2.8,50831334.66,23.77745945,37962189.34,17.20379187,97.494,1486.8,1276.7,22090407
2298,2017-04-19,7992203,1.25,1128.086667,454227,2.8,50638137.47,23.42808089,38005563.64,17.26256583,97.49746667,1486.89,1277,22092307
2299,2017-04-20,7931405,1.25,1127.473333,454227,2.8,50444940.27,23.07870234,38048937.95,17.32133979,97.50093333,1487.6,1277.89,22094208
2300,2017-04-21,8750946,1.25,1126.86,454227,2.8,50251743.07,22.72932378,38092312.25,17.38011376,97.5044,1487.86,1278.28,22096109
2301,2017-04-22,8922405,1.25,1126.246667,454227,2.8,50058545.87,22.37994523,38135686.55,17.43888772,97.50786667,1487.91,1278.32,22098010
2302,2017-04-23,7652875,1.25,1125.633333,454227,2.8,49865348.67,22.03056667,38179060.86,17.49766168,97.51133333,1487.9,1278.26,22099911
2303,2017-04-24,8088943,1.25,1125.02,454227,2.8,49672151.48,21.68118812,38222435.16,17.55643564,97.5148,1487.73,1278.09,22101812
2304,2017-04-25,7977398,1.25,1124.406667,454227,2.8,49478954.28,21.33180956,38265809.46,17.61520961,97.51826667,1487.7,1277.82,22103713
2305,2017-04-26,7845214,1.25,1123.793333,454227,2.8,49285757.08,20.98243101,38309183.76,17.67398357,97.52173333,1487.78,1278.24,22105614
2306,2017-04-27,8181286,1.25,1123.18,454227,2.8,49092559.88,20.63305245,38352558.07,17.73275753,97.5252,1487.54,1277.99,22107515
2307,2017-04-28,7444254,1.25,1122.566667,454227,2.8,48899362.68,20.2836739,38395932.37,17.79153149,97.52866667,1487.35,1277.77,22109416
2308,2017-04-29,7513141,1.25,1121.953333,454227,2.8,48706165.48,19.93429534,38439306.67,17.85030546,97.53213333,1487.3,1277.64,22111317
2309,2017-04-30,6725685,1.25,1121.34,454227,2.8,48512968.29,19.58491679,38482680.97,17.90907942,97.5356,1487.09,1277.54,22113218
2310,2017-05-01,7884058,1.25,1120.726667,454227,2.8,48319771.09,19.23553823,38526055.28,17.96785338,97.53906667,1486.76,1277.07,22115119
2311,2017-05-02,8874738,1.25,1120.113333,454227,2.8,48126573.89,18.88615968,38569429.58,18.02662734,97.54253333,1486.67,1276.67,22117020
2312,2017-05-03,8860207,1.25,1119.5,454227,2.8,47933376.69,18.53678112,38612803.88,18.08540131,97.546,1486.55,1276.74,22118921
2313,2017-05-04,9463320,1.25,1120.293548,454227,2.8,47740179.49,18.18740257,38656178.19,18.14417527,97.53929032,1486.12,1276.54,22121167
2314,2017-05-05,9234100,1.25,1121.087097,454227,2.8,47546982.29,17.83802402,38699552.49,18.20294923,97.53258065,1485.78,1276.11,22123414
2315,2017-05-06,9285565,1.25,1121.880645,454227,2.8,47353785.1,17.48864546,38742926.79,18.26172319,97.52587097,1485.76,1276.09,22125660
2316,2017-05-07,8345947,1.25,1122.674194,454227,2.8,47160587.9,17.13926691,38786301.09,18.32049716,97.51916129,1485.5,1275.74,22127907
2317,2017-05-08,8461814,1.25,1123.467742,454227,2.8,46967390.7,16.78988835,38829675.4,18.37927112,97.51245161,1485.32,1275.6,22130153
2318,2017-05-09,6667451,1.25,1124.26129,454227,2.8,46774193.5,16.4405098,38873049.7,18.43804508,97.50574194,1485.29,1275.43,22132400
2319,2017-05-10,7857438,1.25,1125.054839,454227,2.8,46580996.3,16.09113124,38916424,18.49681904,97.49903226,1485.13,1275.51,22134647
2320,2017-05-11,7992090,1.25,1125.848387,454227,2.8,46387799.11,15.74175269,38959798.3,18.55559301,97.49232258,1484.34,1274.56,22136893
2321,2017-05-12,8545015,1.25,1126.641935,454227,2.8,46194601.91,15.39237413,39003172.61,18.61436697,97.4856129,1483.94,1274.26,22139140
2322,2017-05-13,8390865,1.25,1127.435484,454227,2.8,46001404.71,15.04299558,39046546.91,18.67314093,97.47890323,1483.26,1273.58,22141386
2323,2017-05-14,7308500,1.25,1128.229032,454227,2.8,45808207.51,14.69361702,39089921.21,18.73191489,97.47219355,1482.5,1272.82,22143633
2324,2017-05-15,8023482,1.25,1129.022581,454227,2.8,45615010.31,14.34423847,39133295.52,18.79068886,97.46548387,1481.94,1272.2,22145879
2325,2017-05-16,7945527,1.25,1129.816129,454227,2.8,45421813.11,13.99485991,39176669.82,18.84946282,97.45877419,1481.67,1271.68,22148126
2326,2017-05-17,7934003,1.25,1130.609677,454227,2.8,45228615.92,13.64548136,39220044.12,18.90823678,97.45206452,1481.35,1271.72,22150373
2327,2017-05-18,8018040,1.25,1131.403226,454227,2.8,45035418.72,13.2961028,39263418.42,18.96701074,97.44535484,1480.75,1270.92,22152619
2328,2017-05-19,8706634,1.25,1132.196774,454227,2.8,45017876.86,13.10429745,39305859.82,19.01002739,97.43864516,1480.29,1270.49,22154866
2329,2017-05-20,8749091,1.25,1132.990323,454227,2.8,45225070.53,13.11409311,39347107.65,19.03288393,97.43193548,1479.88,1270.04,22157112
2330,2017-05-21,7480981,1.25,1133.783871,454227,2.8,45432264.19,13.12388877,39388355.48,19.05574047,97.42522581,1479.43,1269.61,22159359
2331,2017-05-22,8022880,1.25,1134.577419,454227,2.8,45639457.85,13.13368443,39429603.31,19.07859701,97.41851613,1478.91,1269.05,22161606
2332,2017-05-23,7854395,1.25,1135.370968,454227,2.8,45846651.51,13.14348009,39470851.13,19.10145355,97.41180645,1478.77,1268.73,22163852
2333,2017-05-24,7798473,1.25,1136.164516,454227,2.8,46053845.18,13.15327575,39512098.96,19.12431009,97.40509677,1478.6,1268.91,22166099
2334,2017-05-25,8002366,1.25,1136.958065,454227,2.8,46261038.84,13.16307141,39553346.79,19.14716663,97.3983871,1478.36,1268.54,22168345
2335,2017-05-26,8702720,1.25,1137.751613,454227,2.8,46468232.5,13.17286707,39594594.62,19.17002317,97.39167742,1478.11,1268.22,22170592
2336,2017-05-27,8841993,1.25,1138.545161,454227,2.8,46675426.16,13.18266273,39635842.45,19.19287971,97.38496774,1477.75,1267.95,22172838
2337,2017-05-28,7557500,1.25,1139.33871,454227,2.8,46882619.83,13.19245839,39677090.27,19.21573625,97.37825806,1477.55,1267.65,22175085
2338,2017-05-29,8000122,1.25,1140.132258,454227,2.8,47089813.49,13.20225406,39718338.1,19.2385928,97.37154839,1477.15,1267.18,22177332
2339,2017-05-30,7547682,1.25,1140.925806,454227,2.8,47297007.15,13.21204972,39759585.93,19.26144934,97.36483871,1477,1266.87,22179578
2340,2017-05-31,6510823,1.25,1141.719355,454227,2.8,47504200.81,13.22184538,39800833.76,19.28430588,97.35812903,1476.82,1267.01,22181825
2341,2017-06-01,7817921,1.25,1142.512903,454227,2.8,47711394.47,13.23164104,39842081.59,19.30716242,97.35141935,1476.53,1266.77,22184071
2342,2017-06-02,8751550,1.25,1143.306452,454227,2.8,47918588.14,13.2414367,39883329.41,19.33001896,97.34470968,1476.19,1266.49,22186318
2343,2017-06-03,8954209,1.25,1144.1,454227,2.8,48125781.8,13.25123236,39924577.24,19.3528755,97.338,1475.24,1265.48,22188565
2344,2017-06-04,7731386,1.25,1143.263333,454227,2.8,48332975.46,13.26102802,39965825.07,19.37573204,97.34336667,1474.51,1264.69,22190766
2345,2017-06-05,8648603,1.25,1142.426667,454227,2.8,48540169.12,13.27082368,40007072.9,19.39858858,97.34873333,1473.86,1263.89,22192967
2346,2017-06-06,7309586,1.25,1141.59,454227,2.8,48747362.79,13.28061934,40048320.73,19.42144512,97.3541,1473.71,1263.45,22195168
2347,2017-06-07,7512753,1.25,1140.753333,454227,2.8,48954556.45,13.290415,40089568.56,19.44430166,97.35946667,1473.3,1263.43,22197369
2348,2017-06-08,7991582,1.25,1139.916667,454227,2.8,49161750.11,13.30021066,40130816.38,19.46715821,97.36483333,1472.6,1262.44,22199570
2349,2017-06-09,8660989,1.25,1139.08,454227,2.8,49368943.77,13.31000632,40172064.21,19.49001475,97.3702,1472.05,1261.92,22201771
2350,2017-06-10,8610641,1.25,1138.243333,454227,2.8,49576137.44,13.31980198,40213312.04,19.51287129,97.37556667,1471.13,1261.12,22203972
2351,2017-06-11,7340289,1.25,1137.406667,454227,2.8,49783331.1,13.32959764,40254559.87,19.53572783,97.38093333,1470.03,1259.81,22206173
2352,2017-06-12,7997910,1.25,1136.57,454227,2.8,49990524.76,13.3393933,40295807.7,19.55858437,97.3863,1468.87,1258.45,22208374
2353,2017-06-13,7917585,1.25,1135.733333,454227,2.8,50197718.42,13.34918896,40337055.52,19.58144091,97.39166667,1468.37,1257.7,22210576
2354,2017-06-14,7943745,1.25,1134.896667,454227,2.8,50404912.08,13.35898462,40378303.35,19.60429745,97.39703333,1467.61,1257.18,22212777
2355,2017-06-15,8042376,1.25,1134.06,454227,2.8,50612105.75,13.36878028,40419551.18,19.62715399,97.4024,1466.07,1255.56,22214978
2356,2017-06-16,8811646,1.25,1133.223333,454227,2.8,50819299.41,13.37857594,40460799.01,19.65001053,97.40776667,1464.71,1254.23,22217179
2357,2017-06-17,8958702,1.25,1132.386667,454227,2.8,51026493.07,13.3883716,40502046.84,19.67286707,97.41313333,1463.29,1252.92,22219380
2358,2017-06-18,7560539,1.25,1131.55,454227,2.8,51233686.73,13.39816726,40543294.66,19.69572361,97.4185,1461.75,1251.31,22221581
2359,2017-06-19,8060190,1.25,1130.713333,454227,2.8,51207633.48,13.55925848,40499416.1,19.59382768,97.42386667,1460.28,1249.72,22223782
2360,2017-06-20,7985866,1.25,1129.876667,454227,2.8,51127896.41,13.75517169,40435944.96,19.46321888,97.42923333,1459.69,1248.92,22225983
2361,2017-06-21,8059884,1.25,1129.04,454227,2.8,51048159.35,13.9510849,40372473.81,19.33261007,97.4346,1458.78,1248.38,22228184
2362,2017-06-22,8139786,1.25,1128.203333,454227,2.8,50968422.28,14.1469981,40309002.67,19.20200126,97.43996667,1457.15,1246.83,22230385
2363,2017-06-23,8864697,1.25,1127.366667,454227,2.8,50888685.21,14.34291131,40245531.52,19.07139246,97.44533333,1455.31,1245.27,22232587
2364,2017-06-24,8644403,1.25,1126.53,454227,2.8,50808948.14,14.53882452,40182060.38,18.94078365,97.4507,1453.61,1243.62,22234788
2365,2017-06-25,7109411,1.25,1125.693333,454227,2.8,50729211.07,14.73473773,40118589.23,18.81017485,97.45606667,1452.03,1242.22,22236989
2366,2017-06-26,7876309,1.25,1124.856667,454227,2.8,50649474.01,14.93065094,40055118.09,18.67956604,97.46143333,1450.76,1240.87,22239190
2367,2017-06-27,7874695,1.25,1124.02,454227,2.8,50569736.94,15.12656415,39991646.94,18.54895724,97.4668,1450.14,1240.04,22241391
2368,2017-06-28,7744146,1.25,1123.183333,454227,2.8,50489999.87,15.32247735,39928175.8,18.41834843,97.47216667,1449.24,1239.39,22243592
2369,2017-06-29,8016583,1.25,1122.346667,454227,2.8,50410262.8,15.51839056,39864704.65,18.28773963,97.47753333,1447.56,1237.91,22245793
2370,2017-06-30,7170978,1.25,1121.51,454227,2.8,50330525.74,15.71430377,39801233.51,18.15713082,97.4829,1446.23,1236.74,22247994
2371,2017-07-01,8425989,1.25,1120.673333,454227,2.8,50250788.67,15.91021698,39737762.36,18.02652201,97.48826667,1444.98,1235.64,22250195
2372,2017-07-02,6374054,1.25,1119.836667,454227,2.8,50171051.6,16.10613019,39674291.22,17.89591321,97.49363333,1444.1,1234.86,22252396
2373,2017-07-03,7426108,1.25,1119,473428,3.9,50091314.53,16.3020434,39610820.07,17.7653044,97.499,1442.37,1232.91,22254598
2374,2017-07-04,7431099,1.25,1119.283871,473428,3.9,50011577.47,16.4979566,39547348.93,17.6346956,97.51703226,1441.8,1232.16,22256139
2375,2017-07-05,7745338,1.25,1119.567742,473428,3.9,49931840.4,16.69386981,39483877.78,17.50408679,97.53506452,1441.16,1231.72,22257681
2376,2017-07-06,7887254,1.25,1119.851613,473428,3.9,49852103.33,16.88978302,39420406.64,17.37347799,97.55309677,1440.41,1230.93,22259223
2377,2017-07-07,8292554,1.25,1120.135484,473428,3.9,49772366.26,17.08569623,39356935.49,17.24286918,97.57112903,1439.67,1230.41,22260764
2378,2017-07-08,7705982,1.25,1120.419355,473428,3.9,49692629.2,17.28160944,39293464.35,17.11226037,97.58916129,1439.24,1230.08,22262306
2379,2017-07-09,6824624,1.25,1120.703226,473428,3.9,49612892.13,17.47752265,39229993.2,16.98165157,97.60719355,1438.93,1229.63,22263848
2380,2017-07-10,7310556,1.25,1120.987097,473428,3.9,49533155.06,17.67343585,39166522.06,16.85104276,97.62522581,1438.51,1229.1,22265389
2381,2017-07-11,7767457,1.25,1121.270968,473428,3.9,49453417.99,17.86934906,39103050.91,16.72043396,97.64325806,1438.33,1228.8,22266931
2382,2017-07-12,7960056,1.25,1121.554839,473428,3.9,49373680.93,18.06526227,39039579.77,16.58982515,97.66129032,1438.21,1229.02,22268473
2383,2017-07-13,8060479,1.25,1121.83871,473428,3.9,49293943.86,18.26117548,38976108.62,16.45921635,97.67932258,1438.76,1229.67,22270015
2384,2017-07-14,8775281,1.25,1122.122581,473428,3.9,49214206.79,18.45708869,38912637.48,16.32860754,97.69735484,1438.42,1229.4,22271556
2385,2017-07-15,7968326,1.25,1122.406452,473428,3.9,49134469.72,18.6530019,38849166.33,16.19799874,97.7153871,1438.22,1229.21,22273098
2386,2017-07-16,6878541,1.25,1122.690323,473428,3.9,49054732.65,18.8489151,38785695.19,16.06738993,97.73341935,1438.05,1229.32,22274640
2387,2017-07-17,7926609,1.25,1122.974194,473428,3.9,48974995.59,19.04482831,38722224.04,15.93678112,97.75145161,1437.96,1228.95,22276181
2388,2017-07-18,7853974,1.25,1123.258065,473428,3.9,48895258.52,19.24074152,38658752.9,15.80617232,97.76948387,1437.97,1228.83,22277723
2389,2017-07-19,7995945,1.25,1123.541935,473428,3.9,48819902.55,19.38778176,38619024.67,15.69877818,97.78751613,1438,1229.42,22279265
